# The C. difficile dataset; GCA_025534045.1 is used as the reference genome for Unikseq and Neptune	# The C. difficile dataset; GCA_025534045.1 is used as the reference genome for Unikseq and Neptune	# The C. difficile dataset; GCA_025534045.1 is used as the reference genome for Unikseq and Neptune	
GenBank accession	Is target	Is sampled (100 genomes)	Is sampled (1000 genomes)
GCA_004317065.1	TRUE	FALSE	FALSE
GCA_021284085.1	TRUE	FALSE	FALSE
GCA_004317405.1	TRUE	FALSE	FALSE
GCA_900096165.1	TRUE	FALSE	FALSE
GCA_028597215.1	TRUE	FALSE	TRUE
GCA_000530595.1	TRUE	FALSE	FALSE
GCA_900447055.1	TRUE	FALSE	FALSE
GCA_004313965.1	TRUE	FALSE	FALSE
GCA_038755185.1	TRUE	FALSE	FALSE
GCA_018884805.1	TRUE	FALSE	FALSE
GCA_000451525.2	TRUE	FALSE	TRUE
GCA_030251205.1	TRUE	TRUE	TRUE
GCA_016093635.1	TRUE	FALSE	FALSE
GCA_007002615.1	TRUE	FALSE	FALSE
GCA_007002155.1	TRUE	FALSE	TRUE
GCA_028599775.1	TRUE	TRUE	TRUE
GCA_006454545.1	TRUE	FALSE	FALSE
GCA_900690145.1	TRUE	FALSE	FALSE
GCA_901002065.1	TRUE	FALSE	TRUE
GCA_036699155.1	TRUE	FALSE	FALSE
GCA_022458805.1	TRUE	FALSE	FALSE
GCA_000449325.2	TRUE	FALSE	FALSE
GCA_000210415.1	TRUE	FALSE	FALSE
GCA_000451765.1	TRUE	FALSE	FALSE
GCA_900164345.1	TRUE	FALSE	FALSE
GCA_002946195.1	TRUE	FALSE	FALSE
GCA_900243275.1	TRUE	FALSE	FALSE
GCA_000449065.2	TRUE	FALSE	FALSE
GCA_028596345.1	TRUE	TRUE	TRUE
GCA_003932645.1	TRUE	FALSE	TRUE
GCA_043107295.1	TRUE	FALSE	FALSE
GCA_025533455.1	TRUE	FALSE	FALSE
GCA_900096205.1	TRUE	FALSE	FALSE
GCA_900165975.1	TRUE	FALSE	TRUE
GCA_038754535.1	TRUE	FALSE	FALSE
GCA_004317665.1	TRUE	FALSE	TRUE
GCA_000449005.2	TRUE	FALSE	FALSE
GCA_000451785.2	TRUE	FALSE	FALSE
GCA_902806655.1	TRUE	FALSE	FALSE
GCA_030251745.1	TRUE	FALSE	FALSE
GCA_002301395.1	TRUE	FALSE	FALSE
GCA_036699175.1	TRUE	FALSE	TRUE
GCA_007002485.1	TRUE	FALSE	FALSE
GCA_900012055.1	TRUE	FALSE	FALSE
GCA_025534115.1	TRUE	FALSE	FALSE
GCA_001972115.1	TRUE	FALSE	TRUE
GCA_032565115.1	TRUE	FALSE	FALSE
GCA_019426615.1	TRUE	FALSE	FALSE
GCA_038753105.1	TRUE	FALSE	FALSE
GCA_030252085.1	TRUE	FALSE	TRUE
GCA_004314045.1	TRUE	TRUE	TRUE
GCA_028597375.1	TRUE	TRUE	TRUE
GCA_025532395.1	TRUE	FALSE	FALSE
GCA_038752905.1	TRUE	FALSE	TRUE
GCA_004316825.1	TRUE	FALSE	FALSE
GCA_018884985.1	TRUE	FALSE	FALSE
GCA_003327115.1	TRUE	FALSE	TRUE
GCA_900692235.1	TRUE	FALSE	FALSE
GCA_900684125.1	TRUE	FALSE	FALSE
GCA_000450325.2	TRUE	FALSE	FALSE
GCA_034188125.1	TRUE	FALSE	FALSE
GCA_900095915.1	TRUE	FALSE	FALSE
GCA_007001595.1	TRUE	FALSE	FALSE
GCA_024260485.1	TRUE	FALSE	FALSE
GCA_003862935.1	TRUE	FALSE	TRUE
GCA_021284065.1	TRUE	FALSE	FALSE
GCA_038756275.1	TRUE	FALSE	FALSE
GCA_000438845.1	TRUE	FALSE	TRUE
GCA_964508105.1	TRUE	FALSE	TRUE
GCA_007114395.1	TRUE	FALSE	FALSE
GCA_046248705.1	TRUE	FALSE	TRUE
GCA_900164845.1	TRUE	FALSE	FALSE
GCA_025533435.1	TRUE	FALSE	FALSE
GCA_000451465.2	TRUE	FALSE	FALSE
GCA_039502915.1	TRUE	FALSE	TRUE
GCA_900687955.1	TRUE	FALSE	FALSE
GCA_024502225.1	TRUE	FALSE	TRUE
GCA_002939335.1	TRUE	FALSE	FALSE
GCA_021532205.1	TRUE	FALSE	FALSE
GCA_032081665.1	TRUE	FALSE	TRUE
GCA_036442855.1	TRUE	FALSE	FALSE
GCA_004315805.1	TRUE	FALSE	TRUE
GCA_003327145.1	TRUE	FALSE	FALSE
GCA_900096215.1	TRUE	FALSE	FALSE
GCA_901006325.1	TRUE	FALSE	FALSE
GCA_004319245.1	TRUE	FALSE	FALSE
GCA_901006305.1	TRUE	FALSE	FALSE
GCA_047551895.1	TRUE	FALSE	FALSE
GCA_000531625.1	TRUE	TRUE	TRUE
GCA_901002505.1	TRUE	FALSE	FALSE
GCA_000449105.2	TRUE	FALSE	TRUE
GCA_030250905.1	TRUE	FALSE	FALSE
GCA_900164175.1	TRUE	FALSE	FALSE
GCA_038752755.1	TRUE	FALSE	FALSE
GCA_032486515.1	TRUE	FALSE	FALSE
GCA_017310915.1	TRUE	FALSE	FALSE
GCA_043107725.1	TRUE	FALSE	FALSE
GCA_900011415.1	TRUE	FALSE	FALSE
GCA_004314945.1	TRUE	FALSE	FALSE
GCA_037935125.1	TRUE	FALSE	FALSE
GCA_900165715.1	TRUE	FALSE	TRUE
GCA_001757615.1	TRUE	FALSE	TRUE
GCA_901004815.1	TRUE	FALSE	FALSE
GCA_018885105.1	TRUE	FALSE	FALSE
GCA_019428025.1	TRUE	FALSE	TRUE
GCA_004318845.1	TRUE	FALSE	TRUE
GCA_002301705.1	TRUE	FALSE	FALSE
GCA_000449285.1	TRUE	FALSE	FALSE
GCA_963426535.1	TRUE	FALSE	FALSE
GCA_033841435.1	TRUE	FALSE	FALSE
GCA_019426675.1	TRUE	FALSE	FALSE
GCA_034196445.1	TRUE	FALSE	FALSE
GCA_900165235.1	TRUE	FALSE	FALSE
GCA_036442285.1	TRUE	FALSE	FALSE
GCA_000451425.2	TRUE	FALSE	FALSE
GCA_901006395.1	TRUE	FALSE	FALSE
GCA_036689035.1	TRUE	FALSE	FALSE
GCA_900014265.1	TRUE	FALSE	FALSE
GCA_007000785.1	TRUE	FALSE	FALSE
GCA_000450725.2	TRUE	FALSE	FALSE
GCA_037919485.1	TRUE	FALSE	FALSE
GCA_900164475.1	TRUE	FALSE	FALSE
GCA_900165285.1	TRUE	FALSE	FALSE
GCA_000451545.2	TRUE	FALSE	TRUE
GCA_019427165.1	TRUE	FALSE	FALSE
GCA_900164205.1	TRUE	FALSE	FALSE
GCA_900243215.1	TRUE	FALSE	FALSE
GCA_019427725.1	TRUE	FALSE	TRUE
GCA_004684395.1	TRUE	FALSE	FALSE
GCA_901002185.1	TRUE	FALSE	TRUE
GCA_901002555.1	TRUE	FALSE	FALSE
GCA_900009245.1	TRUE	FALSE	FALSE
GCA_900012375.1	TRUE	FALSE	FALSE
GCA_025532875.1	TRUE	FALSE	FALSE
GCA_000154685.1	TRUE	FALSE	FALSE
GCA_004316945.1	TRUE	FALSE	FALSE
GCA_022458845.1	TRUE	FALSE	FALSE
GCA_004319145.1	TRUE	FALSE	FALSE
GCA_900631925.1	TRUE	FALSE	FALSE
GCA_034188825.1	TRUE	FALSE	FALSE
GCA_900002455.1	TRUE	FALSE	FALSE
GCA_016093875.1	TRUE	FALSE	FALSE
GCA_022359795.1	TRUE	FALSE	TRUE
GCA_045900275.1	TRUE	TRUE	TRUE
GCA_000450825.2	TRUE	FALSE	FALSE
GCA_036698895.1	TRUE	FALSE	FALSE
GCA_004319385.1	TRUE	FALSE	FALSE
GCA_004319405.1	TRUE	FALSE	TRUE
GCA_000449565.2	TRUE	FALSE	FALSE
GCA_900690625.1	TRUE	FALSE	TRUE
GCA_034188145.1	TRUE	FALSE	FALSE
GCA_900243245.1	TRUE	FALSE	FALSE
GCA_002301035.1	TRUE	FALSE	FALSE
